StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q281_Browser,Q281_Version,Q281_Operating System,Q281_Resolution,Q283_Browser,Q283_Version,Q283_Operating System,Q283_Resolution,Q205,Q284_1,Q284_2,Q284_3,Q290_1,Q290_2,Q290_3,Q287_1,Q287_2,Q287_3,Q293_1,Q293_2,Q293_3,Q296_1,Q296_2,Q296_3,Q299_1,Q299_2,Q299_3,1_Q174_11,2_Q174_11,3_Q174_11,4_Q174_11,5_Q174_11,6_Q174_11,7_Q174_11,8_Q174_11,1_Q175_11,2_Q175_11,3_Q175_11,4_Q175_11,5_Q175_11,6_Q175_11,7_Q175_11,8_Q175_11,1_Q177_11,2_Q177_11,3_Q177_11,4_Q177_11,5_Q177_11,6_Q177_11,7_Q177_11,8_Q177_11,1_Q176_11,2_Q176_11,3_Q176_11,4_Q176_11,5_Q176_11,6_Q176_11,7_Q176_11,8_Q176_11,1_Q179_11,2_Q179_11,3_Q179_11,4_Q179_11,5_Q179_11,6_Q179_11,7_Q179_11,8_Q179_11,Q228_1,Q228_2,Q228_3,Q228_4,Q228_5,Q228_6,Q260_1,Q261_1,Q266_1,Q267_1,Q272_1,Q273_1,Q275_1,Q276_1,Q184_1,Q186_1,Q278_1,Q279_1,State_Familiar_1,State_Familiar_2,State_Familiar_3,State_Familiar_4,State_Familiar_5,State_Familiar_6,State_Familiar_7,State_Familiar_8,PastElectionFamiliar_1,PastElectionFamiliar_2,PastElectionFamiliar_3,PastElectionFamiliar_4,PastElectionFamiliar_5,PastElectionFamiliar_6,PastElectionFamiliar_7,PastElectionFamiliar_8,Party_Likability_1,Party_Likability_2,Polarization_Beliefs_1,Polarization_Beliefs_2,Polarization_Beliefs_3,Polarization_Beliefs_4,Q236,Q238,Q240,Q242,Q244,Q244_5_TEXT,Q246,Q248,Q248_5_TEXT,Q250,Q252,Q252_5_TEXT,Q256,Q256_6_TEXT,Q258,Q260,Q262,Q15,mTurkCode,mapNumCode,condition
10/30/20 7:59,10/30/20 8:05,0,100,354,1,10/30/20 8:05,R_2VDcgiGtyHYjmfq,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Like,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,77,71,74,82,76,75,68,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,75,,,,,,,,,4,4,5,5,5,4,4,5,3,1,1,1,1,3,1,2,84,72,6,6,7,7,Like a nice survey.,None,Red,No,1,,1,2,,3,2,,5,,7,4,2,Like a nice survey.,681436,10,greenorange
10/30/20 7:48,10/30/20 8:05,0,100,1018,1,10/30/20 8:05,R_2ASVYLQ0GOaMlYR,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Like,Dislike,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,20,80,70,40,80,60,50,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,30,40,,,,,,,,,4,2,2,4,3,2,3,4,2,2,2,2,1,1,1,2,80,40,5,3,5,3,This study is about peoples opinion on political parties and their political knowledge.,no,no,yes,2,,1,2,,4,1,,5,,1,4,1,no,802959,2,greenorange
10/30/20 7:52,10/30/20 8:05,0,100,759,1,10/30/20 8:05,R_2uyRYWJOQCoSezX,,,,,anonymous,EN,,,,,,,,,1,,,,Dislike,Neutral,Like,,,,,,,,,,,,,,,,,,,,,47,40,69,70,59,50,66,56,,,,,,,,,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,54,90,,,,,,,4,3,5,3,4,3,5,4,2,2,2,2,1,1,1,1,90,10,4,5,4,3,Thought about Democratic and Republican parties,none,Blue and Red,Blue and red,1,,1,2,,3,1,,5,,36,4,2,none,831142,56,redblue
10/30/20 8:01,10/30/20 8:05,0,100,246,1,10/30/20 8:05,R_3qDUWOdHyhLuXIT,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Like,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,37,44,56,48,55,55,55,Like,Neutral,Neutral,Neutral,Neutral,Neutral,70,48,,,,,,,,,,,1,1,1,3,4,2,1,1,2,1,2,2,1,1,1,1,65,16,6,5,2,5,Unsure,No,Red and blue? Repub and Dem?,"Green, none",6,,1,2,,2,1,,2,,49,2,2,,471762,40,greenorange
10/30/20 7:57,10/30/20 8:05,0,100,486,1,10/30/20 8:05,R_3Dbb8wGoU74Z6YD,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Like,Dislike,,,,,,,,,,,,,,,,,,,,47,63,67,34,38,40,56,55,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,39,85,,,,,,,5,1,1,3,5,3,4,5,1,3,2,2,2,1,2,3,100,86,3,2,1,4,political views.,no,"orange,no",no,1,,1,2,,3,1,,5,,10,5,2,,548386,22,redblue
10/30/20 7:59,10/30/20 8:05,0,100,371,1,10/30/20 8:05,R_2ZOFH6h7xUCDO03,,,,,anonymous,EN,,,,,,,,,1,,,,Dislike,Neutral,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,90,70,38,67,39,66,53,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,26,83,,,,,,,,,4,5,4,4,5,4,4,5,1,1,2,1,1,2,2,2,92,14,6,4,5,5,PEOPLE VIEW ABOUT POLITICS,IT MAY INTIMATE THE POLITIC GROUPS,GREEN COLOR I AM SUPPORTED TO DEMOCRATIC PARTY,RED IT MAY BE REPUBLICAN,1,,1,2,,3,2,,5,,5,5,2,NONE,603478,10,greenorange
10/30/20 7:49,10/30/20 8:05,0,100,985,1,10/30/20 8:05,R_272PrRjSaPJkYQc,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,Like,Neutral,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,47,47,35,26,38,30,40,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,89,79,,,,,,,,,,,5,3,4,5,4,3,4,4,2,2,3,2,2,1,2,3,58,89,6,5,6,5,vote to the presentend and  state is choose our president .,green,blue and red,red,2,,2,3,,3,2,,5,,45,5,1,very interesting,979831,49,greenorange
10/30/20 8:03,10/30/20 8:05,0,100,157,1,10/30/20 8:05,R_WqBhiJmykzRssJb,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Like,Like,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349680,22,
10/30/20 7:55,10/30/20 8:05,0,100,628,1,10/30/20 8:05,R_27yxpFO4iDQJDVz,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Neutral,Dislike,Like,,,,,,,,,,,,,,,,,63,40,66,73,46,44,21,49,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,43,43,,,,,,,2,1,1,3,1,1,1,1,2,1,2,2,1,1,1,2,35,29,6,5,6,3,,,blue and red for democrats and republicans,don't recall,6,,1,4,,4,1,,2,,45,4,2,,229700,27,redblue
10/30/20 7:56,10/30/20 8:06,0,100,551,1,10/30/20 8:06,R_A7dMgtUe0MmwymR,,,,,anonymous,EN,,,,,,,,,1,,,,Dislike,Neutral,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,20,26,12,18,15,26,12,Like,Neutral,Neutral,Neutral,Neutral,Neutral,29,26,,,,,,,,,,,4,5,4,5,4,4,5,4,2,3,2,3,2,3,2,3,25,44,5,6,5,6,the study nices .,green color  the map ,blu and red,red,6,,1,3,,3,2,,5,,5,5,1,good,283112,34,greenorange
10/30/20 7:59,10/30/20 8:06,0,100,422,1,10/30/20 8:06,R_2TBgLdaEYz1tH6d,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,Like,Neutral,Dislike,,,,,,,73,69,68,81,70,75,74,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,71,82,,,3,4,4,5,4,3,4,4,2,1,2,2,3,3,2,3,71,88,5,4,6,5,have separate the political value,have differed,make the percent,make the protect of candidate,2,,2,3,,5,1,,5,,9,4,2,,734148,52,grey
10/30/20 7:48,10/30/20 8:06,0,100,1035,1,10/30/20 8:06,R_1g85jly9ttULXXb,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,Like,Neutral,Dislike,,,,,,,71,72,71,92,81,72,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,74,94,4,5,4,3,4,5,4,3,2,3,2,3,1,2,3,2,68,87,5,6,5,6,good,"In older maps color was used as decoration, enhancing the illustrations and border, . number, say a number of people or number of houses, creating a visual map of the . Color can mean anything and can, quite literally, be all over the map."," modification of work–Rooster Teeth “Political Party Symbol Change” at .You can read the full platform of the Republican Party and the Democratic Party at their . This requires them to build coalitions across a wide range of voters who ... If no candidate wins a majority in the first round of voting, a run-off election is .","analyze their crime problems, and we are certain to see this number increase signifi- ... Chapter 2: What Crime Maps Do and How They Do It .  by pins of different colors, were mixed together. Pin . viduals than ever before have the task— ..politics. s Distance is not much use as an abstract piece of information. It comes.",2,,2,3,,3,1,,2,,32,5,1,good,360131,44,grey
10/30/20 7:58,10/30/20 8:06,0,100,433,1,10/30/20 8:06,R_2ae3tXD2JmpRN9n,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Neutral,Dislike,Like,71,29,68,29,24,18,26,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,51,74,,,3,3,4,4,2,4,3,3,2,2,2,2,3,2,2,,50,89,4,4,4,4,simply short and sweet,none,green,green,2,,2,3,,5,2,,5,,50,3,2,none,610693,41,grey
10/30/20 7:56,10/30/20 8:06,0,100,571,1,10/30/20 8:06,R_ysuU8bXH0nrPsu5,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Like,Dislike,Neutral,,,,,,,,,,63,51,49,48,55,47,51,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,55,55,2,1,4,2,2,2,1,3,2,2,2,3,1,3,3,2,65,4,6,6,7,3,How people perceive other political parties,No.,gray. No association,all gray with no association,6,,1,6,,6,2,,5,,36,2,2,,726443,17,grey
10/30/20 8:00,10/30/20 8:06,0,100,347,1,10/30/20 8:06,R_3Gw8waBmy4m56M5,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,Like,Neutral,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,39,56,27,21,33,29,30,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,60,35,,,,,,,,,4,3,4,5,4,5,4,5,2,2,2,2,2,2,2,2,50,87,7,6,7,6,election data,no,no,no,2,,2,3,,5,1,,1,,11,4,2,nice,28795,14,greenorange
10/30/20 8:01,10/30/20 8:06,0,100,289,1,10/30/20 8:06,R_0eNWInbHtNABzK9,,,,,anonymous,EN,,,,,,,,,1,Dislike,Like,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,91,2,4,97,37,4,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,77,97,,,,,5,4,5,4,5,4,5,4,2,1,2,1,2,1,2,1,91,88,7,6,7,6,like,gay,gay,red,2,,2,3,,4,2,,3,,39,4,1,nice,346272,29,redblue
10/30/20 7:44,10/30/20 8:06,0,100,1290,1,10/30/20 8:06,R_1OCOGrq8aE1DGb1,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Like,Dislike,,,,,,,,,,,,,,,,,,,,28,7,20,29,20,19,25,27,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,73,29,,,,,,,3,4,5,2,3,4,4,5,2,3,3,1,1,1,3,2,40,88,5,4,5,4,Know about peoples opinion about election.,Nothing. ,I can't remember. ,I can't remember.,2,,2,3,,4,2,,5,,5,4,1,I'm happy for participate this survey.,372667,67,redblue
10/30/20 7:46,10/30/20 8:06,0,100,1208,1,10/30/20 8:06,R_4TrEKjytTwFwOVb,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Like,Dislike,,,,92,94,97,89,93,91,92,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,90,90,4,5,5,4,5,5,5,5,2,1,2,2,2,2,2,2,88,93,6,6,7,7,good,green,green,green,2,,2,3,,4,1,,5,,11,5,1,good,850461,68,grey
10/30/20 7:45,10/30/20 8:06,0,100,1265,1,10/30/20 8:06,R_10OFZA9jrW818Iw,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,Like,Neutral,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,98,98,99,94,97,97,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,98,98,,,,,,,,,4,5,5,4,5,4,4,4,2,1,2,2,1,2,2,1,100,99,6,6,7,6,academic study,green,"This requires them to build coalitions across a wide range of voters who . If no candidate wins a majority in the first round of voting, a run-off election",This requires them to build coalitions across a wide range of voters who share ,2,,2,2,,4,2,,5,,31,5,2,nice,529475,45,greenorange
10/30/20 8:06,10/30/20 8:06,0,100,31,1,10/30/20 8:06,R_2ClcaHstPR8Y7yH,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Like,Dislike,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901547,23,
10/30/20 7:43,10/30/20 8:06,0,100,1377,1,10/30/20 8:06,R_31SrVWFXlbxk2B6,,,,,anonymous,EN,,,,,,,,,1,,,,Dislike,Neutral,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,80,70,60,30,30,66,20,Like,Neutral,Neutral,Neutral,Neutral,Neutral,100,100,,,,,,,,,,,4,3,5,5,5,4,4,5,1,2,2,2,2,2,1,1,67,85,6,7,7,6,to know the opinions of people about a politics of USA. And also for to know about the winning percentage and factors affecting a politician to win the election.,"the political party's influences
or also for an ""attention check"".","green-republican
orange-democrat
blue-other",green-democrant,2,,1,3,,6,2,,5,,36,5,2,very good experience,544126,34,greenorange
10/30/20 8:01,10/30/20 8:07,0,100,310,1,10/30/20 8:07,R_2rZrxy1p3dJz79x,,,,,anonymous,EN,,,,,,,,,1,,,,Dislike,Neutral,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,47,62,71,47,48,57,59,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,48,64,,,,,,,3,4,4,4,4,3,4,4,2,2,1,2,2,1,2,2,67,22,6,5,5,6,about political,political party,red,blue,2,,2,2,,3,1,,5,,7,4,2,none,339778,48,redblue
10/30/20 7:47,10/30/20 8:07,0,100,1192,1,10/30/20 8:07,R_POGOBz9mxQ6aRUZ,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Like,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,52,56,47,53,43,58,49,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,83,83,,,,,,,,,,,3,2,3,1,4,4,1,3,2,2,2,2,1,1,2,2,75,11,7,7,4,3,i don't know,red and blue,brown with republican blue with dems,green  no party,1,,1,2,,5,2,,5,,38,5,2,,517718,14,greenorange
10/30/20 7:52,10/30/20 8:07,0,100,889,1,10/30/20 8:07,R_1jCjrVvgFGPf1GC,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Neutral,Dislike,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,41,,48,24,34,33,29,Like,Neutral,Neutral,Neutral,Neutral,Neutral,19,67,,,,,,,,,,,3,3,2,2,3,2,2,3,2,1,2,2,3,3,2,1,85,15,5,5,6,6,this study is about the political maps.,yes,green,green and red,2,,2,2,,4,1,,5,,45,4,2,,505504,69,greenorange
10/30/20 8:02,10/30/20 8:07,0,100,292,1,10/30/20 8:07,R_332VzF4HiQGAxfG,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Like,Dislike,Neutral,,,,,,,,,,,,,,,,,,49,60,40,13,89,82,17,18,,,,,,,,,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,14,18,,,,,2,2,3,3,4,4,5,4,1,1,2,2,2,3,3,3,23,41,2,3,4,5,It was select an state study,red green,green,red,2,,2,3,,3,1,,5,,10,4,2,none,547126,45,redblue
10/30/20 7:44,10/30/20 8:07,0,100,1333,1,10/30/20 8:07,R_03yqFdAmX7cPnt7,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Like,Dislike,Neutral,,,,,,,,,,6,12,6,9,8,11,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,89,88,3,4,5,4,2,3,4,4,2,2,2,2,2,2,2,2,71,76,5,6,5,6,,,,,2,,,3,,5,1,,5,,5,4,1,,242527,5,grey
10/30/20 7:43,10/30/20 8:07,0,100,1414,1,10/30/20 8:07,R_R4TWjxw8wMlP1UB,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Like,Dislike,Neutral,,,,,,,,,,39,35,29,32,4,60,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,72,84,,,4,5,4,4,5,4,4,5,2,3,2,2,2,3,2,2,88,83,6,7,6,7,Nice task.,Nothing,Green,brown,2,,2,3,,6,2,,5,,42,4,2,Nice task.,695571,65,grey
10/30/20 7:55,10/30/20 8:07,0,100,686,1,10/30/20 8:07,R_3MQnvi0svh2m9Qg,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Like,Dislike,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,81,79,81,81,82,82,81,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,80,81,,,,,,,,,,,3,4,5,2,3,4,5,4,2,1,2,1,2,1,1,1,74,82,5,6,5,6,very improvement in this study.,no,yes,green,2,,2,3,,4,2,,5,,16,5,1,very improvement ,395909,25,greenorange
10/30/20 7:44,10/30/20 8:07,0,100,1398,1,10/30/20 8:07,R_3JK4kS7ip9lQjfm,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,Like,Neutral,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,51,65,70,43,48,62,62,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,56,64,,,,,,,,,4,3,4,3,2,2,3,4,2,2,2,2,1,1,1,2,74,37,4,5,4,3,About Election perception,nope,"green, Democrat party","Red, Republican party",1,,1,2,,3,2,,5,,48,4,2,nope,459326,44,greenorange
10/30/20 7:57,10/30/20 8:07,0,100,592,1,10/30/20 8:07,R_2QY5Ec7Yoi3lByU,,,,,anonymous,EN,,,,,,,,,1,Dislike,Like,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,49,62,39,65,31,30,88,Like,Neutral,Neutral,Neutral,Neutral,Neutral,25,75,,,,,,,,,,,5,5,5,5,5,5,5,5,2,2,2,1,1,1,2,1,100,87,7,7,6,5,political division ,winning the election,democrat,green. none,1,,1,2,,3,2,,5,,45,2,2,,248624,22,greenorange
10/30/20 8:01,10/30/20 8:07,0,100,367,1,10/30/20 8:07,R_1P7Ddu1PmaiRXru,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Neutral,Dislike,Like,,,,,,,,,,,,,,,,,,,,,,,,,32,,45,43,63,33,71,65,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,19,51,,,,,,,,,3,5,2,2,4,3,1,3,2,1,2,2,1,2,3,2,72,55,6,3,5,6,GOOD STUDY ABOUT ELECTION,YES,GREEN,GREY,1,,1,2,,3,2,,5,,7,4,2,,544928,69,greenorange
10/30/20 8:01,10/30/20 8:07,0,100,368,1,10/30/20 8:07,R_1LUq5D8sFXG062z,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Like,Dislike,Neutral,,,,,,,,,,60,55,65,75,70,70,70,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,35,70,,,4,3,2,3,4,2,3,4,2,1,2,1,2,1,2,1,70,40,6,5,6,5,good to work,good,good,good,2,,2,2,,3,2,,5,,33,5,2,good to work,585897,14,grey
10/30/20 8:03,10/30/20 8:08,0,100,259,1,10/30/20 8:08,R_vMlAqIL9ertdP2x,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Neutral,Dislike,Like,89,91,91,92,86,81,89,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,86,97,4,4,5,5,4,4,5,5,1,2,1,2,1,2,1,2,87,99,6,7,6,7,it is decision making ,green ,white ,red color ,2,,2,3,,3,2,,3,,11,4,1,it is all good idea survey ,10217,9,grey
10/30/20 7:54,10/30/20 8:08,0,100,789,1,10/30/20 8:08,R_2rqZvqdBwLiD0qx,,,,,anonymous,EN,,,,,,,,,1,Dislike,Like,Neutral,,,,,,,,,,,,,,,,,,,,,,,,31,41,16,16,25,29,18,20,,,,,,,,,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,83,74,,,,,,,4,5,5,3,4,5,4,3,2,1,1,2,2,1,2,1,63,83,6,5,7,7,this study is about election and political issues.,"the map is red, green ,black , white color.",I saw green map in the first task.  it is very positive color too.,i think i saw a black color in the second task.,2,,2,3,,3,2,,5,,5,5,2,nice study,467045,34,redblue
10/30/20 8:00,10/30/20 8:08,0,100,464,1,10/30/20 8:08,R_3HRd71sJ6C5Kgrb,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Like,Dislike,,,,,,,,,,,,,,,,,,,,51,76,73,55,93,45,50,58,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,56,80,,,,,4,3,3,4,4,5,4,4,1,2,2,1,1,2,2,2,92,12,6,7,5,5,political vice state's view,nothing,green color democratic,red color republican,1,,1,2,,3,2,,5,,45,5,2,none,357783,56,redblue
10/30/20 7:50,10/30/20 8:08,0,100,1085,1,10/30/20 8:08,R_1jSW1qG9A8Bs8X6,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Like,Dislike,,,,,,,,,,,,,,,,,,,,34,26,64,63,38,13,63,47,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,69,68,,,,,3,3,2,3,3,4,3,4,2,2,2,2,1,1,1,2,65,85,5,6,5,6,This study is about politics.,It represents the party of the state.,"Red - Republican
Blue - Democratic","Red - Republican
Blue - Democratic",2,,2,3,,5,1,,5,,5,5,2,This survey is useful.,582152,42,redblue
10/30/20 7:43,10/30/20 8:08,0,100,1488,1,10/30/20 8:08,R_pMIDKT68XDZW9Pj,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,Like,Neutral,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,41,54,67,45,31,60,61,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,68,76,,,,,,,,,5,4,4,3,4,4,4,3,2,2,2,2,1,1,1,2,82,30,6,5,6,5,This study is about people's understanding of political attitudes. ,No,"Green, No.",Green,1,,1,2,,3,1,,5,,33,4,2,No.,323602,63,greenorange
10/30/20 8:07,10/30/20 8:08,0,100,46,1,10/30/20 8:08,R_2SeHqHw3yIIJqtq,,,,,anonymous,EN,,,,,,,,,1,,,,Dislike,Dislike,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320310,19,
10/30/20 7:54,10/30/20 8:08,0,100,831,1,10/30/20 8:08,R_3JykQQbyBTWudyq,,,,,anonymous,EN,,,,,,,,,1,,,,Dislike,Neutral,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,45,53,48,60,42,51,48,Like,Neutral,Neutral,Neutral,Neutral,Neutral,48,68,,,,,,,,,,,4,1,1,2,1,1,1,2,2,3,3,3,3,3,3,3,50,50,5,6,4,5,Determining opinions on characteristics of states or individuals and their relation to the democratic and republican parties.,no,"green and red, am not sure if those were the colors. Green stuck in my mind from the test to choose California, so I really did not associate the colors with parties.","Again, my mind has only retained the green for the California test, so am not sure of the colors and whther there was any association.",1,,1,6,,5,2,,5,,33,4,2,The survey is paying $1.50 but when reading the first page of the survey it says I will be paid $2.25 which is conflicting.,374758,48,greenorange
10/30/20 8:07,10/30/20 8:09,0,100,117,1,10/30/20 8:09,R_3FKHTfPSWfzH05S,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Like,Like,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199698,55,
10/30/20 8:04,10/30/20 8:09,0,100,326,1,10/30/20 8:09,R_1j9hx6FBKH8afTz,,,,,anonymous,EN,,,,,,,,,1,Dislike,Like,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,65,72,61,58,74,68,46,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,65,78,,,,,,,,,4,5,5,4,5,5,4,5,1,2,2,2,1,2,2,1,64,72,6,7,7,6,survey on political map,green,blue,brown,2,,2,3,,4,1,,1,,23,4,1,good,496433,23,greenorange
10/30/20 7:52,10/30/20 8:09,0,100,1047,1,10/30/20 8:09,R_2aRiPqnZ4vM0Cxq,,,,,anonymous,EN,,,,,,,,,1,,,,Dislike,Neutral,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,92,30,82,81,30,51,61,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,47,77,,,,,,,5,2,4,3,5,2,4,3,2,1,2,1,2,1,2,1,82,51,6,4,7,6,This survey is about political maps.,None,Black colour.,Black colour. Vote for a hypothetical Democratic candidate and a hypothetical Republican candidate.,2,,2,2,,4,1,,5,,5,4,1,None,424765,14,redblue
